channel,video_link,views,likes,dislikes
kandeejohnson,https://www.youtube.com/watch?v=u_M5MaxLL5U,9884275,107476,1256
kandeejohnson,https://www.youtube.com/watch?v=nTl3ePEmhi4,258429,31606,1676
kandeejohnson,https://www.youtube.com/watch?v=hln-UEvhJN0,46964,24301,1065
kandeejohnson,https://www.youtube.com/watch?v=9Xs3cNBqF88,3112978,54348,1775
zoella280390,https://www.youtube.com/watch?v=b0vPzYhxy9c,7940807,535722,13533
zoella280390,https://www.youtube.com/watch?v=xC6VNJ6jNKc,13620588,726349,5269
zoella280390,https://www.youtube.com/watch?v=qx6fwery65M,7675286,516284,3950
zoella280390,https://www.youtube.com/watch?v=HTidzrJUgT0,6141618,428048,2581
zoella280390,https://www.youtube.com/watch?v=xZvRxVbxOKo,7143380,465548,5989
zoella280390,https://www.youtube.com/watch?v=aLPl2G-epfw,5277294,395990,3013
zoella280390,https://www.youtube.com/watch?v=my3Bfd6qYrs,6144881,293749,4304
zoella280390,https://www.youtube.com/watch?v=aalyr7v0t14,7966122,446132,4012
zoella280390,https://www.youtube.com/watch?v=y8dI6PSpOXE,2055966,247723,5722
zoella280390,https://www.youtube.com/watch?v=s7khbpqDfLg,7957902,296565,2240
makeupgeektv,https://www.youtube.com/watch?v=Txg-v1TZ1IQ,114808,6944,444
makeupgeektv,https://www.youtube.com/watch?v=8_bJQdOd1hc,741650,12812,609
makeupgeektv,https://www.youtube.com/watch?v=dZmNdJ9_P34,1245397,9660,535
makeupgeektv,https://www.youtube.com/watch?v=bMD-rjmhbuM,2929152,3653,432
makeupgeektv,https://www.youtube.com/watch?v=InA8Xbg-hvo,1449937,14530,631
makeupgeektv,https://www.youtube.com/watch?v=GcUfkH8z_WY,3143401,37106,680
makeupgeektv,https://www.youtube.com/watch?v=B9bmvMzIkAo,1722875,17266,1137
makeupgeektv,https://www.youtube.com/watch?v=IVO2PdrWKaQ,2919027,4947,468
makeupgeektv,https://www.youtube.com/watch?v=VdZHBPBtTak,469021,4758,237
makeupgeektv,https://www.youtube.com/watch?v=pVkEo595Wqs,5402448,3004,238
stilaBabe09,https://www.youtube.com/watch?v=_hRYp8uSazg,1079738,234458,7394
stilaBabe09,https://www.youtube.com/watch?v=lkWcJN05vZg,1774365,93762,2550
stilaBabe09,https://www.youtube.com/watch?v=rbZcKMJ92ts,3677611,89759,2282
stilaBabe09,https://www.youtube.com/watch?v=KXRx5wYJkow,3225782,238870,6099
stilaBabe09,https://www.youtube.com/watch?v=QWDuxx47Cfo,8337651,184154,13634
stilaBabe09,https://www.youtube.com/watch?v=W0Frn7IoqH0,3470491,176226,4066
stilaBabe09,https://www.youtube.com/watch?v=W4WHpVJgpe0,1584492,186090,1485
stilaBabe09,https://www.youtube.com/watch?v=xLQ_gip2FoI,1454102,66786,1759
stilaBabe09,https://www.youtube.com/watch?v=oFUjAxnvZp4,4386228,130954,2076
stilaBabe09,https://www.youtube.com/watch?v=BN3YHk0_uro,4897975,114054,2225
shaaanxo,https://www.youtube.com/watch?v=CbsjGB5q8ww,2680,65393,5129
shaaanxo,https://www.youtube.com/watch?v=wIXU59_-U1s,300290,93502,2377
shaaanxo,https://www.youtube.com/watch?v=VodsQ7laz4c,1681508,102482,2594
shaaanxo,https://www.youtube.com/watch?v=hs2BM5XfaK8,2680,43057,2300
shaaanxo,https://www.youtube.com/watch?v=bbCpTlFS6FY,2680,36696,2311
shaaanxo,https://www.youtube.com/watch?v=cJCkLFvbhJA,703811,62631,1268
shaaanxo,https://www.youtube.com/watch?v=WdHcfZIxASs,913851,48904,915
shaaanxo,https://www.youtube.com/watch?v=L7GYOzB6cK8,1220579,57543,1977
shaaanxo,https://www.youtube.com/watch?v=XUiKp7zDeBI,703811,39821,997
shaaanxo,https://www.youtube.com/watch?v=zEtJ9hx8DCw,1395181,52125,902
ChloeMorello,https://www.youtube.com/watch?v=1Rm6-xaNVJs,748441,32723,6416
ChloeMorello,https://www.youtube.com/watch?v=MRpe43vHeRQ,2446808,42475,1436
ChloeMorello,https://www.youtube.com/watch?v=g3rmTxOiuBc,1331261,120045,3641
ChloeMorello,https://www.youtube.com/watch?v=YScWIPI1cfw,1777238,47113,937
ChloeMorello,https://www.youtube.com/watch?v=Dbz_wmJewF8,40033166,25699,2378
ChloeMorello,https://www.youtube.com/watch?v=7yyC5rFOHDU,748441,39455,7641
ChloeMorello,https://www.youtube.com/watch?v=23HCIWwh6OQ,2774646,71921,1787
ChloeMorello,https://www.youtube.com/watch?v=KqtbYNE8Occ,2210959,51991,714
ChloeMorello,https://www.youtube.com/watch?v=H0QUdrHb-dU,52367,54194,1719
ChloeMorello,https://www.youtube.com/watch?v=PdKFUFqiZQU,694545,34754,498
Laurenbeautyy,https://www.youtube.com/watch?v=SWStkkX3iKc,4165575,146077,2109
Laurenbeautyy,https://www.youtube.com/watch?v=NY76dwTLF14,975706,73372,1830
Laurenbeautyy,https://www.youtube.com/watch?v=aXlGiKzzZDA,10327631,73911,1961
Laurenbeautyy,https://www.youtube.com/watch?v=onAuZfm3lfM,1807649,82606,2034
Laurenbeautyy,https://www.youtube.com/watch?v=SFERtkJ8fgo,206459,0,0
Laurenbeautyy,https://www.youtube.com/watch?v=gkELwnplEmE,2062911,72985,3042
Laurenbeautyy,https://www.youtube.com/watch?v=aYfyvQBSblg,1807649,62796,1213
Laurenbeautyy,https://www.youtube.com/watch?v=RgXBD7KOxV0,975706,60701,1232
Laurenbeautyy,https://www.youtube.com/watch?v=iWqFA_lOpWw,283273,38110,2038
Laurenbeautyy,https://www.youtube.com/watch?v=IT3nKSSTvow,1860824,34150,3777
Missglamorazzi,https://www.youtube.com/watch?v=Eh7WRYXVh9M,1724833,802902,55870
Missglamorazzi,https://www.youtube.com/watch?v=m_nfG6nuYsM,1296140,134041,1962
Missglamorazzi,https://www.youtube.com/watch?v=NLWCRBifduM,964770,70612,1301
Missglamorazzi,https://www.youtube.com/watch?v=DAef7Ofloxw,3048226,46088,1065
Missglamorazzi,https://www.youtube.com/watch?v=J_PoqAjwNGc,498363,0,0
Missglamorazzi,https://www.youtube.com/watch?v=-89KDP501oc,2213670,52247,926
Missglamorazzi,https://www.youtube.com/watch?v=Nd9EsiH_hx0,6026130,26680,1393
Missglamorazzi,https://www.youtube.com/watch?v=HAEp2Mzowp0,675852,78999,1154
Missglamorazzi,https://www.youtube.com/watch?v=jAePpdlwnlA,1971862,69774,879
Missglamorazzi,https://www.youtube.com/watch?v=XNDXjsaqd3Y,14733179,43386,2801
AllThatGlitters21,https://www.youtube.com/watch?v=h5m7kqmenyY,5152474,35646,2726
AllThatGlitters21,https://www.youtube.com/watch?v=Q-VHo6Ot_xI,358509,5954,1182
AllThatGlitters21,https://www.youtube.com/watch?v=crJD-NYTPGA,3975963,10968,889
AllThatGlitters21,https://www.youtube.com/watch?v=G03kuZKWSGw,7249474,4157,543
AllThatGlitters21,https://www.youtube.com/watch?v=L1wcSeoTCD8,1815665,14997,763
AllThatGlitters21,https://www.youtube.com/watch?v=5hkxsgbwwzQ,3975963,12949,1123
AllThatGlitters21,https://www.youtube.com/watch?v=sOuxEZQYsTo,745634,26411,985
AllThatGlitters21,https://www.youtube.com/watch?v=9cqStzggozU,1479780,19132,962
AllThatGlitters21,https://www.youtube.com/watch?v=0yKUS7u6wlU,2273390,6430,1229
AllThatGlitters21,https://www.youtube.com/watch?v=_Rhj0FO-en0,1118284,7429,878
Juicystar07,https://www.youtube.com/watch?v=hS79zNAbBRM,3617914,21942,1877
Juicystar07,https://www.youtube.com/watch?v=WirongWHcW4,702209,10379,2084
Juicystar07,https://www.youtube.com/watch?v=5MrZ8OtSis4,3975963,13862,1856
Juicystar07,https://www.youtube.com/watch?v=cI52jWCnkvw,1168866,13433,2186
Juicystar07,https://www.youtube.com/watch?v=U0gfJ66preU,4146585,10299,811
Juicystar07,https://www.youtube.com/watch?v=2idB9Owl3mc,440722,11953,1403
Juicystar07,https://www.youtube.com/watch?v=7umwr0cr_OA,444779,3876,666
Juicystar07,https://www.youtube.com/watch?v=PU8DJ89fZOs,1501986,7700,2001
Juicystar07,https://www.youtube.com/watch?v=GLHcVeyd530,1680941,11257,1034
Juicystar07,https://www.youtube.com/watch?v=41BdPWuZge4,2824709,9548,984
MannyMua733,https://www.youtube.com/watch?v=cHMb0qH-Xbw,2114832,172514,5567
MannyMua733,https://www.youtube.com/watch?v=z86zWK77WtQ,1926429,197418,2953
MannyMua733,https://www.youtube.com/watch?v=FfcnU0ZYhVk,9814217,180425,2858
MannyMua733,https://www.youtube.com/watch?v=2og90tpH9II,1773829,142213,5151
MannyMua733,https://www.youtube.com/watch?v=v_TpMMl4xwo,2340199,123630,3040
MannyMua733,https://www.youtube.com/watch?v=13Pvy8qWUcw,914514,238326,2344
MannyMua733,https://www.youtube.com/watch?v=FtqBG-8fXno,2473022,180659,1711
MannyMua733,https://www.youtube.com/watch?v=Nk5yOFCsNeE,5770384,155722,3572
MannyMua733,https://www.youtube.com/watch?v=Ei_NKMFeYDI,1216730,167970,4783
MannyMua733,https://www.youtube.com/watch?v=YEAPsjzaktY,1725007,141149,4057
GlamLifeGuru,https://www.youtube.com/watch?v=iqmpN9SnFRM,1625126,59319,1423
GlamLifeGuru,https://www.youtube.com/watch?v=ccYbg7bOo0o,1018638,65871,2419
GlamLifeGuru,https://www.youtube.com/watch?v=GT150i2Xg3s,1589700,61597,3824
GlamLifeGuru,https://www.youtube.com/watch?v=wF-JYesC82I,1626597,129224,2334
GlamLifeGuru,https://www.youtube.com/watch?v=FqEuswNPAyU,1510230,64596,2400
GlamLifeGuru,https://www.youtube.com/watch?v=_hn2jbfB3T8,1148717,59738,5326
GlamLifeGuru,https://www.youtube.com/watch?v=eay_NdtmJVM,10698519,252920,1486
GlamLifeGuru,https://www.youtube.com/watch?v=qZiL9X1WG94,940025,62975,2031
GlamLifeGuru,https://www.youtube.com/watch?v=98f5Th-GErE,1461236,47367,8449
GlamLifeGuru,https://www.youtube.com/watch?v=v9VcwByDq28,1089668,95190,2100
CutiePieMarzia,https://www.youtube.com/watch?v=t1PJ60mrHQc,13219743,587711,9501
CutiePieMarzia,https://www.youtube.com/watch?v=k5tTRaq3E8I,616362,651338,5505
CutiePieMarzia,https://www.youtube.com/watch?v=5JrtAXei1oA,23902608,305981,2783
CutiePieMarzia,https://www.youtube.com/watch?v=Ri2E2TRdOGQ,9679831,354056,1438
CutiePieMarzia,https://www.youtube.com/watch?v=YS-2nW9B_KM,12926538,240538,1869
CutiePieMarzia,https://www.youtube.com/watch?v=x3j7mkFqB1A,3838678,216611,2929
CutiePieMarzia,https://www.youtube.com/watch?v=48S2ZDTiAXA,3172551,307731,2338
CutiePieMarzia,https://www.youtube.com/watch?v=4QFP_W7R7P4,2571106,231157,1360
CutiePieMarzia,https://www.youtube.com/watch?v=fkf3LbFzM6A,2571106,184404,1897
CutiePieMarzia,https://www.youtube.com/watch?v=sCK-Z_LYetk,542022,252656,1970
KathleenLights,https://www.youtube.com/watch?v=ePmnAZUQlkM,11399051,198318,3467
KathleenLights,https://www.youtube.com/watch?v=Ce8nVRemMxg,1749767,105199,3277
KathleenLights,https://www.youtube.com/watch?v=cj8ghsyLnC0,1080913,66116,694
KathleenLights,https://www.youtube.com/watch?v=3lGZdjjR9_4,1881119,67171,786
KathleenLights,https://www.youtube.com/watch?v=_m_oIWAbosI,5152474,63503,669
KathleenLights,https://www.youtube.com/watch?v=-rTlZ4q30Bg,1080913,67591,562
KathleenLights,https://www.youtube.com/watch?v=aq6oKdh1WT4,306485,47466,437
KathleenLights,https://www.youtube.com/watch?v=cQR4b7KbjU4,2682575,40268,369
KathleenLights,https://www.youtube.com/watch?v=m5PWEfpR9qc,5179582,20254,626
KathleenLights,https://www.youtube.com/watch?v=cIEwKbtRXx8,1039127,58648,422
pixi2woo,https://www.youtube.com/watch?v=rMzzxXOVadI,2950432,87997,683
pixi2woo,https://www.youtube.com/watch?v=SP7USjWpi18,4481634,102503,1416
pixi2woo,https://www.youtube.com/watch?v=PYkcgaCUiCg,1483725,94583,785
pixi2woo,https://www.youtube.com/watch?v=FtKwZr0o0F0,2897935,196283,870
pixi2woo,https://www.youtube.com/watch?v=IlK4b-K0870,5491439,69010,2407
pixi2woo,https://www.youtube.com/watch?v=3OLhrNcoiNA,2059801,77102,937
pixi2woo,https://www.youtube.com/watch?v=MTUvicu0xBE,2686335,52075,792
pixi2woo,https://www.youtube.com/watch?v=UcxvR2U7iJM,2897935,96605,734
pixi2woo,https://www.youtube.com/watch?v=wLcQnky9nWQ,2383766,85426,801
pixi2woo,https://www.youtube.com/watch?v=SjDHesy752k,1715660,53867,478
CarliBel55,https://www.youtube.com/watch?v=lruXBzjMzsM,7811578,122612,5360
CarliBel55,https://www.youtube.com/watch?v=Z5fvip5ii6s,2667758,169856,2720
CarliBel55,https://www.youtube.com/watch?v=uDdLr2aK8rs,2515173,136130,3760
CarliBel55,https://www.youtube.com/watch?v=_WM9QcX5DP0,1739122,78666,2745
CarliBel55,https://www.youtube.com/watch?v=W2asVll3OSU,425705,109659,2145
CarliBel55,https://www.youtube.com/watch?v=FjVDSbrCYMs,1412352,49869,2264
CarliBel55,https://www.youtube.com/watch?v=TcxU9Dr-1rs,11399051,64704,5608
CarliBel55,https://www.youtube.com/watch?v=0lLqLk-pwfM,583842,62171,5274
CarliBel55,https://www.youtube.com/watch?v=tI-jxQptqyg,5152474,92969,3948
CarliBel55,https://www.youtube.com/watch?v=ABZgndlGnC4,206516,42473,3306
UCucot-Zp428OwkyRm2I7v2Q,https://www.youtube.com/watch?v=9u1kgc0dT4M,817814,205086,4689
UCucot-Zp428OwkyRm2I7v2Q,https://www.youtube.com/watch?v=EQzIbLeGnr0,817814,174605,20725
UCucot-Zp428OwkyRm2I7v2Q,https://www.youtube.com/watch?v=yC5okvpqClE,3774308,103692,8606
UCucot-Zp428OwkyRm2I7v2Q,https://www.youtube.com/watch?v=rNI9nfsXPys,817814,136036,15122
UCucot-Zp428OwkyRm2I7v2Q,https://www.youtube.com/watch?v=ROzC9ZySGos,817814,146363,15531
UCucot-Zp428OwkyRm2I7v2Q,https://www.youtube.com/watch?v=3xu9qm5ea88,3896143,276244,4187
UCucot-Zp428OwkyRm2I7v2Q,https://www.youtube.com/watch?v=PtXwS40iaNs,3041530,182638,3612
UCucot-Zp428OwkyRm2I7v2Q,https://www.youtube.com/watch?v=GaFNKZO51tw,4247307,239267,4341
UCucot-Zp428OwkyRm2I7v2Q,https://www.youtube.com/watch?v=pvvzyMhyx1k,817814,226384,1913
UCucot-Zp428OwkyRm2I7v2Q,https://www.youtube.com/watch?v=wFHNx770ahY,2305068,110155,11997
HauteBrilliance,https://www.youtube.com/watch?v=UZFqFR72-sY,3059572,190845,3299
HauteBrilliance,https://www.youtube.com/watch?v=S4QNHFK2hcs,10698519,261497,1151
HauteBrilliance,https://www.youtube.com/watch?v=sPbdCkAN1VA,4328557,239124,1767
HauteBrilliance,https://www.youtube.com/watch?v=v-yRpzSxk58,4686640,56875,1279
HauteBrilliance,https://www.youtube.com/watch?v=U5p2kUuDJOQ,7562927,97647,1642
HauteBrilliance,https://www.youtube.com/watch?v=1hizIVS3Pnw,5544808,123977,1167
HauteBrilliance,https://www.youtube.com/watch?v=oy87PTdkHLo,1638376,178680,3275
HauteBrilliance,https://www.youtube.com/watch?v=c65qQgW8xuw,1370556,77387,2249
HauteBrilliance,https://www.youtube.com/watch?v=ohBdXQBLqWk,2313888,81942,2551
HauteBrilliance,https://www.youtube.com/watch?v=nEU4uum-deI,1471031,88419,1321
SierraMarieMakeup,https://www.youtube.com/watch?v=rfwbNNIXhtg,1513909,164831,3717
SierraMarieMakeup,https://www.youtube.com/watch?v=z7y-LVXuhYU,3962984,100258,1504
SierraMarieMakeup,https://www.youtube.com/watch?v=ajzU6I-NVaY,424065,32913,2466
SierraMarieMakeup,https://www.youtube.com/watch?v=BRDiTIZdN1Q,3132410,90909,1578
SierraMarieMakeup,https://www.youtube.com/watch?v=f8cNHxO14VI,1066748,66329,1055
SierraMarieMakeup,https://www.youtube.com/watch?v=ivO2UNWECIY,1374922,80947,1187
SierraMarieMakeup,https://www.youtube.com/watch?v=aqA6oI5L1RQ,3231966,85728,2999
SierraMarieMakeup,https://www.youtube.com/watch?v=eTYeqv-CakI,114682,124377,4971
SierraMarieMakeup,https://www.youtube.com/watch?v=9b9hlEHzVQ0,2015692,89181,1315
SierraMarieMakeup,https://www.youtube.com/watch?v=05B4vg8236Y,2575828,84931,1598
